,index,Entry,Date,Infected,Deaths,Recoveries
595,595,595,2021-10-12,4318355,94297,4106300.0
596,596,596,2021-10-13,4330258,94389,4116400.0
597,597,597,2021-10-14,4342640,94461,4125100.0
598,598,598,2021-10-15,4354158,94526,4134100.0
599,599,599,2021-10-16,4365107,94601,4141067.0
600,600,600,2021-10-17,4373789,94618,4148034.0
601,601,601,2021-10-18,4377845,94628,4155000.0
602,602,602,2021-10-19,4384616,94716,4164600.0
603,603,603,2021-10-20,4401631,94808,4174400.0
604,604,604,2021-10-21,4417708,94875,4182800.0
605,605,605,2021-10-22,4437280,94991,4192000.0
606,606,606,2021-10-23,4452425,95077,4199734.0
607,607,607,2021-10-24,4466157,95100,4207467.0
608,608,608,2021-10-25,4472730,95117,4215200.0
609,609,609,2021-10-26,4483203,95245,4225900.0
610,610,610,2021-10-27,4506415,95359,4237100.0
611,611,611,2021-10-28,4534452,95485,4247000.0
612,612,612,2021-10-29,4559120,95606,4257800.0
613,613,613,2021-10-30,4580663,95696,4267500.0
614,614,614,2021-10-31,4597550,95729,4277200.0
615,615,615,2021-11-01,4607208,95752,4286900.0
616,616,616,2021-11-02,4618021,95833,4300600.0
617,617,617,2021-11-03,4638419,96027,4315100.0
618,618,618,2021-11-04,4672368,96192,4328400.0
619,619,619,2021-11-05,4709488,96346,4342600.0
620,620,620,2021-11-06,4743490,96488,4355067.0
621,621,621,2021-11-07,4767033,96525,4367534.0
622,622,622,2021-11-08,4782546,96558,4380000.0
623,623,623,2021-11-09,4804378,96727,4397600.0
624,624,624,2021-11-10,4844054,96963,4415900.0
625,625,625,2021-11-11,4894250,97198,4415900.0
626,626,626,2021-11-12,4942890,97389,4450200.0
627,627,627,2021-11-13,4987971,97617,4464900.0
628,628,628,2021-11-14,5021469,97672,4479600.0
629,629,629,2021-11-15,5045076,97715,4494300.0
630,630,630,2021-11-16,5077124,97980,4516000.0
631,631,631,2021-11-17,5129950,98274,4540900.0
632,632,632,2021-11-18,5195321,98538,4564200.0
633,633,633,2021-11-19,5248291,98739,4588200.0
634,634,634,2021-11-20,5312215,98987,4608567.0
635,635,635,2021-11-21,5354942,99062,4628934.0
636,636,636,2021-11-22,5385585,99124,4649300.0
637,637,637,2021-11-23,5430911,99433,4680000.0
638,638,638,2021-11-24,5497795,99768,4712900.0
639,639,639,2021-11-25,5573756,100119,4744400.0
640,640,640,2021-11-26,5650170,100476,4775300.0
641,641,641,2021-11-27,5717295,100779,4801134.0
642,642,642,2021-11-28,5761696,100883,4826967.0
643,643,643,2021-11-29,5791060,100956,4852800.0
644,644,644,2021-11-30,5836813,101344,4893300.0
645,645,645,2021-12-01,5903999,101790,4937600.0
646,646,646,2021-12-02,5977208,102178,4979700.0
647,647,647,2021-12-03,6051560,102568,5023200.0
648,648,648,2021-12-04,6116070,102946,5055500.0
649,649,649,2021-12-05,6158125,103040,5087800.0
650,650,650,2021-12-06,6185961,103121,5120100.0
651,651,651,2021-12-07,6222020,103520,5170400.0
652,652,652,2021-12-08,6291621,104047,5225800.0
653,653,653,2021-12-09,6362232,104512,5278300.0
654,654,654,2021-12-10,6423520,104996,5329300.0
655,655,655,2021-12-11,6477217,105506,5364767.0
656,656,656,2021-12-12,6509863,105638,5400234.0
657,657,657,2021-12-13,6531606,105754,5435700.0
658,658,658,2021-12-14,6562429,106227,5497300.0
659,659,659,2021-12-15,6613730,106680,5559700.0
660,660,660,2021-12-16,6670407,107202,5618600.0
661,661,661,2021-12-17,6721375,107639,5679400.0
662,662,662,2021-12-18,6764188,108053,5720067.0
663,663,663,2021-12-19,6793536,108233,5760734.0
664,664,664,2021-12-20,6809622,108352,5801400.0
665,665,665,2021-12-21,6833050,108814,5866900.0
666,666,666,2021-12-22,6878709,109324,5933400.0
667,667,667,2021-12-23,6923636,109749,5992800.0
668,668,668,2021-12-24,6959067,110119,6033725.0
669,669,669,2021-12-25,6981281,110276,6074650.0
670,670,670,2021-12-26,6991381,110364,6115575.0
671,671,671,2021-12-27,7005289,110433,6156500.0
672,672,672,2021-12-28,7026369,110805,6217800.0
673,673,673,2021-12-29,7066412,111219,6277400.0
674,674,674,2021-12-30,7109182,111602,6332300.0
675,675,675,2021-12-31,7150422,111925,6372220.0
676,676,676,2022-01-01,7176814,112109,6412140.0
677,677,677,2022-01-02,7189329,112155,6452060.0
678,678,678,2022-01-03,7207847,112223,6491980.0
679,679,679,2022-01-04,7238408,112579,6531900.0
680,680,680,2022-01-05,7297320,112925,6581800.0
681,681,681,2022-01-06,7361660,113368,6626500.0
682,682,682,2022-01-07,7417995,113632,6664800.0
683,683,683,2022-01-08,7473884,113900,6691567.0
684,684,684,2022-01-09,7510436,113977,6718334.0
685,685,685,2022-01-10,7535691,114029,6745100.0
686,686,686,2022-01-11,7581381,114351,6792300.0
687,687,687,2022-01-12,7661811,114735,6836600.0
688,688,688,2022-01-13,7743228,115051,6878100.0
689,689,689,2022-01-14,7835451,115337,6914700.0
690,690,690,2022-01-15,7913473,115572,6943134.0
691,691,691,2022-01-16,7965977,115619,6971567.0
692,692,692,2022-01-17,8000122,115649,7000000.0
693,693,693,2022-01-18,8074527,115842,7050100.0
694,694,694,2022-01-19,8186850,116081,7098400.0
695,695,695,2022-01-20,8320386,116315,7139800.0
696,696,696,2022-01-21,8460546,116485,7178000.0
697,697,697,2022-01-22,8596007,116664,7209700.0
698,698,698,2022-01-23,8681447,116718,7241400.0
699,699,699,2022-01-24,8744840,116746,7273100.0
700,700,700,2022-01-25,8871795,116960,7331200.0
701,701,701,2022-01-26,9035795,117126,7387800.0
702,702,702,2022-01-27,9238931,117314,7443300.0
703,703,703,2022-01-28,9429079,117484,7494200.0
704,704,704,2022-01-29,9618245,117666,7536934.0
705,705,705,2022-01-30,9737215,117725,7579667.0
706,706,706,2022-01-31,9815533,117786,7622400.0
707,707,707,2022-02-01,9978146,117974,7705000.0
708,708,708,2022-02-02,10186644,118170,7789600.0
709,709,709,2022-02-03,10422764,118334,7869200.0
710,710,710,2022-02-04,10671602,118504,7953200.0
711,711,711,2022-02-05,10889417,118676,8016167.0
712,712,712,2022-02-06,11022590,118717,8079134.0
713,713,713,2022-02-07,11117857,118766,8142100.0
714,714,714,2022-02-08,11287428,118943,8257400.0
715,715,715,2022-02-09,11521678,119215,8373900.0
716,716,716,2022-02-10,11769540,119453,8487100.0
717,717,717,2022-02-11,12009712,119679,8597300.0
718,718,718,2022-02-12,12219501,119877,8677800.0
719,719,719,2022-02-13,12344661,119935,8758300.0
720,720,720,2022-02-14,12421126,119977,8838800.0
721,721,721,2022-02-15,12580343,120220,8989100.0
722,722,722,2022-02-16,12800315,120467,9153100.0
723,723,723,2022-02-17,13035941,120728,9320700.0
724,724,724,2022-02-18,13255989,120992,9484400.0
725,725,725,2022-02-19,13445094,121202,9599367.0
726,726,726,2022-02-20,13563126,121275,9714334.0
727,727,727,2022-02-21,13636993,121297,9829300.0
728,728,728,2022-02-22,13762895,121603,10031200.0
729,729,729,2022-02-23,13971947,121902,10234100.0
730,730,730,2022-02-24,14188269,122145,10435800.0
731,731,731,2022-02-25,14399012,122371,10629300.0
732,732,732,2022-02-26,14574845,122621,10756434.0
733,733,733,2022-02-27,14682758,122678,10883567.0
734,734,734,2022-02-28,14745107,122702,11010700.0
735,735,735,2022-03-01,14867218,122937,11239600.0
736,736,736,2022-03-02,15053624,123238,11470300.0
737,737,737,2022-03-03,15264297,123505,11696600.0
738,738,738,2022-03-04,15481890,123796,11898500.0
739,739,739,2022-03-05,15674100,124051,12028300.0
740,740,740,2022-03-06,15790989,124102,12158100.0
741,741,741,2022-03-07,15869417,124126,12287900.0
742,742,742,2022-03-08,16026216,124450,12520800.0
743,743,743,2022-03-09,16242070,124764,12753700.0
744,744,744,2022-03-10,16504822,125023,12963800.0
745,745,745,2022-03-11,16757658,125272,13153300.0
746,746,746,2022-03-12,16994744,125521,13269334.0
747,747,747,2022-03-13,17141351,125571,13385367.0
748,748,748,2022-03-14,17233729,125590,13501400.0
749,749,749,2022-03-15,17432617,125873,13714200.0
750,750,750,2022-03-16,17695210,126142,13931900.0
751,751,751,2022-03-17,17990141,126420,14142500.0
752,752,752,2022-03-18,18287986,126646,14323500.0
753,753,753,2022-03-19,18548225,126867,14442567.0
754,754,754,2022-03-20,18680017,126916,14561634.0
755,755,755,2022-03-21,18772331,126929,14680700.0
756,756,756,2022-03-22,18994411,127193,14904100.0
757,757,757,2022-03-23,19278143,127522,15121100.0
758,758,758,2022-03-24,19596530,127822,15329000.0
759,759,759,2022-03-25,19893028,128110,15518700.0
760,760,760,2022-03-26,20145054,128388,15636934.0
761,761,761,2022-03-27,20256278,128437,15755167.0
762,762,762,2022-03-28,20323779,128457,15873400.0
763,763,763,2022-03-29,20561131,128764,16092900.0
764,764,764,2022-03-30,20829608,129112,16319700.0
765,765,765,2022-03-31,21357095,129708,16546900.0
766,766,766,2022-04-01,21357039,129695,16754000.0
767,767,767,2022-04-02,21553495,129987,16888200.0
768,768,768,2022-04-03,21668677,130052,17022400.0
769,769,769,2022-04-04,21668677,130052,17156600.0
770,770,770,2022-04-05,21849074,130368,17407700.0
771,771,771,2022-04-06,22265788,131036,17675700.0
772,772,772,2022-04-07,22441051,131370,17930900.0
773,773,773,2022-04-08,22591726,131679,18168200.0
774,774,774,2022-04-09,22647197,131715,18318267.0
775,775,775,2022-04-10,22677986,131728,18468334.0
776,776,776,2022-04-11,22878428,132017,18618400.0
777,777,777,2022-04-12,23017079,132378,18893100.0
778,778,778,2022-04-13,23182447,132688,19179300.0
779,779,779,2022-04-14,23339311,132900,19444600.0
780,780,780,2022-04-15,23376879,132929,19625260.0
781,781,781,2022-04-16,23416663,132942,19805920.0
782,782,782,2022-04-17,23437145,132953,19986580.0
783,783,783,2022-04-18,23459628,132960,20167240.0
784,784,784,2022-04-19,23658211,133308,20347900.0
785,785,785,2022-04-20,23844536,133632,20609400.0
786,786,786,2022-04-21,24006254,133921,20853100.0
787,787,787,2022-04-22,24141333,134155,21058000.0
788,788,788,2022-04-23,24180512,134179,21180400.0
789,789,789,2022-04-24,24200596,134185,21302800.0
790,790,790,2022-04-25,24337394,134489,21425200.0
791,791,791,2022-04-26,24337394,134489,21665200.0
792,792,792,2022-04-27,24609159,135078,21885900.0
793,793,793,2022-04-28,24710769,135292,22088300.0
794,794,794,2022-04-29,24798067,135451,22227600.0
795,795,795,2022-04-30,24809785,135461,22308134.0
796,796,796,2022-05-01,24813817,135461,22388667.0
797,797,797,2022-05-02,24927339,135701,22469200.0
798,798,798,2022-05-03,25033970,135942,22658600.0
799,799,799,2022-05-04,25130137,136125,22841300.0
800,800,800,2022-05-05,25215210,136339,23000500.0
801,801,801,2022-05-06,25287462,136523,23135500.0
802,802,802,2022-05-07,25295950,136533,23214734.0
803,803,803,2022-05-08,25299300,136538,23293967.0
804,804,804,2022-05-09,25406868,136756,23373200.0
805,805,805,2022-05-10,25503878,136987,23536900.0
806,806,806,2022-05-11,25592839,137184,23676700.0
807,807,807,2022-05-12,25661838,137348,23804600.0
808,808,808,2022-05-13,25723697,137492,23875700.0
809,809,809,2022-05-14,25729848,137499,23921800.0
810,810,810,2022-05-15,25732153,137499,23967900.0
811,811,811,2022-05-16,25818405,137714,24014000.0
812,812,812,2022-05-17,25890456,137888,24155900.0
813,813,813,2022-05-18,25949175,138053,24299000.0
814,814,814,2022-05-19,25998085,138204,24425500.0
815,815,815,2022-05-20,26040460,138324,24526300.0
816,816,816,2022-05-21,26044283,138325,24587067.0
817,817,817,2022-05-22,26045528,138326,24647834.0
818,818,818,2022-05-23,26109965,138485,24708600.0
819,819,819,2022-05-24,26159106,138643,24832300.0
820,820,820,2022-05-25,26198811,138779,24932100.0
821,821,821,2022-05-26,26200663,138781,25009200.0
822,822,822,2022-05-27,26240639,138854,25086300.0
823,823,823,2022-05-28,26243352,138862,25129600.0
824,824,824,2022-05-29,26244107,138864,25172900.0
825,825,825,2022-05-30,26305996,139000,25216200.0
826,826,826,2022-05-31,26360953,139091,25311600.0
827,827,827,2022-06-01,26409455,139222,25391200.0
828,828,828,2022-06-02,26452148,139313,25459000.0
829,829,829,2022-06-03,26493235,139386,25515500.0
830,830,830,2022-06-04,26493235,139386,25560825.0
831,831,831,2022-06-05,26496611,139386,25606150.0
832,832,832,2022-06-06,26498361,139388,25651475.0
833,833,833,2022-06-07,26583016,139533,25696800.0
834,834,834,2022-06-08,26660652,139623,25759000.0
835,835,835,2022-06-09,26738530,139729,25803300.0
836,836,836,2022-06-10,26803867,139806,25850400.0
837,837,837,2022-06-11,26803867,139806,25880234.0
838,838,838,2022-06-12,26809245,139807,25910067.0
839,839,839,2022-06-13,26915085,139914,25939900.0
840,840,840,2022-06-14,27007429,140026,25999100.0
841,841,841,2022-06-15,27096571,140099,26049400.0
842,842,842,2022-06-16,27124689,140118,26091900.0
843,843,843,2022-06-17,27204953,140176,26132100.0
844,844,844,2022-06-18,27204955,140176,26153967.0
845,845,845,2022-06-19,27211896,140176,26175834.0
846,846,846,2022-06-20,27334993,140358,26197700.0
847,847,847,2022-06-21,27454225,140462,26253400.0
848,848,848,2022-06-22,27573585,140560,26306700.0
849,849,849,2022-06-23,27681775,140650,26340200.0
